90,Label,Environment - EN,Norm - EN,Demographic features - EN,scope - EN,Age - EN,Gender - EN,Religion - EN,Ethnicity - EN,Family status - EN,Family role - EN,Educational roles - EN,Social status - EN,Age - FA,Gender - FA,Religion - FA,Ethnicity - FA,Family status - FA,Family role - FA,Educational roles - FA,Social status - FA,Demographic features - FA,Norm - FA,Environment - FA
182,Taboo,Cemetery,Visiting graves of the deceased on days other than Thursday and Fridays,,Specific,,,,,,,,,,,,,,,,,,زیارت اهل قبور در روزهایی غیر از پنج شنبه و جمعه,آرامگاه
183,Expected,Cemetery,visiting graves of the deceased on Thursday and Fridays,,Specific,,,,,,,,,,,,,,,,,,زیارت اهل قبور هر پنج شنبه و جمعه,آرامگاه
184,Normal,Cemetery,Visiting martyrs' graves during Nowruz,,Specific,,,,,,,,,,,,,,,,,,زیارت مزار شهدا در ایام نوروز,آرامگاه
185,Normal,Chaharshanbe Suri,Setting off small fireworks,,Specific,,,,,,,,,,,,,,,,,,آتش بازی کوچک در چهارشنبه سوری,چهارشنبه سوری
186,Normal,Chaharshanbe suri festival,Celebrating traditional festivals,,Specific,,,,,,,,,,,,,,,,,,برگزاری جشن های سنتی,چهارشنبه سوری
187,Expected,Chaharshanbe suri festival,Observing Fireworks,,Specific,,,,,,,,,,,,,,,,,,مشاهده آتش بازی,چهارشنبه سوری
188,Normal,Chaharshanbe suri festival,Observing traffic rules,,Specific,,,,,,,,,,,,,,,,,,رعایت مقررات رانندگی,چهارشنبه سوری
189,Expected,Chaharshanbe suri festival,Preserving authentic Iranian arts/culture,,Specific,,,,,,,,,,,,,,,,,,پاسداشت هنرهای اصیل و فرهنگ کهن ایرانی,چهارشنبه سوری
190,Expected,Chaharshanbe suri festival,Taking precautions,,Specific,,,,,,,,,,,,,,,,,,رعایت احتیاط,چهارشنبه سوری
191,Expected,Charity organizations,Donating cash and in-kind aid,,General,,,,,,,,,,,,,,,,,,اهدای کمک های نقدی و غیرنقدی,خیریه
192,Expected,Charity organizations,Helping orphans and homeless children as a philanthropist,wealthy,General,,,,,,,,wealthy,,,,,,,,ثروتمند,ثروتمند,کمک به یتیمان و کودکان بی‌سرپرست به عنوان یک خیر,خیریه
193,Normal,Charity organizations,Helping orphans and homeless children as a philanthropist,middle class,General,,,,,,,,middle class,,,,,,,,طبقه متوسط,طبقه متوسط,کمک به کودکان بی سرپرست و بی سرپرست به عنوان یک نیکوکار,خیریه
194,Expected,Charity organizations,Participating in charitable/public welfare projects,,General,,,,,,,,,,,,,,,,,,مشارکت در پروژه های خیرخواهانه و عام المنفعه,خیریه
195,Expected,Charity organizations,Performing charitable acts and helping the needy,,General,,,,,,,,,,,,,,,,,,انجام امور خیریه و کمک به نیازمندان,خیریه
196,Expected,Charity organizations,Providing financial and volunteer support to charities,wealthy,General,,,,,,,,wealthy,,,,,,,,ثروتمند,ثروتمند,مشارکت در فعالیت‌های خیرخواهانه,خیریه
197,Normal,Charity organizations,Providing financial and volunteer support to charities,middle class,General,,,,,,,,middle class,,,,,,,,طبقه متوسط,طبقه متوسط,حمایت مالی و داوطلبانه از موسسات خیریه,خیریه
198,Normal,Charity organizations,Providing free medical and health services to the needy as a doctor,,General,,,,,,,,,,,,,,,,,,ارائه خدمات پزشکی و درمانی رایگان به نیازمندان به عنوان یک دکتر,خیریه
199,Expected,Charity organizations,Supporting vulnerable groups,,General,,,,,,,,,,,,,,,,,,حمایت از اقشار آسیب پذیر,خیریه
200,Expected,Childcare center,Looking after children by caregiver,,General,,,,,,,,,,,,,,,,,,مراقبت از اطفال,مهد کودک
201,Taboo,Children's playground,Smoking in children's playgrounds,,General,,,,,,,,,,,,,,,,,,استعمال دخانیات در پارک بازی کودکان,پارک بازی کودکان
202,Expected,Church and synagogue,Holding religious ceremonies by religious minorities,,General,,,,,,,,,,,,,,,,,,برپایی مراسم مذهبی توسط اقلیت های دینی,کلیسا و کنیسه
203,Expected,Cinema,Avoiding noisy behavior,,General,,,,,,,,,,,,,,,,,,پرهیز از رفتار های پرسر و صدا در اماکن عمومی,سینما
204,Taboo,Cinema,conversing with vulgar words during the film,young; ,General,young,,,,,,,,جوان,,,,,,,,جوان; ,استفاده از کلمات رکیک در گفتگو,سینما
205,Taboo,Cinema,Engaging in public displays of sexual behavior as a couple,,Specific,,,,,,,,,,,,,,,,,,نشان دادن رفتارهای جنسی به عنوان یک زوج,سینما
206,Normal,Cinema,Having separate seating rows for men and women,,Specific,,,,,,,,,,,,,,,,,,وجود ردیف‌های جداگانه برای نشستن زنان و مردان,سینما
207,Expected,Cinema,Observing boundaries in non-mahram relations,unmarried,Specific,,,,,unmarried,,,,,,,,ازدواج نکرده,,,,ازدواج نکرده,رعایت حدود شرعی در روابط نامحرم,سینما
208,Expected,Cinema,Observing religious values in media productions,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,مراعات شئونات دینی در تولیدات رسانه ای,سینما
209,Taboo,Cinema,Physically fighting and brawling,,General,,,,,,,,,,,,,,,,,,پرخاشگری و درگیری فیزیکی,سینما
210,Expected,Cinema,Queuing to purchase tickets,,General,,,,,,,,,,,,,,,,,,رعایت نوبت در صف خرید بلیط,سینما
211,Expected,Cinema,Refraining from rudeness and misconduct,,General,,,,,,,,,,,,,,,,,,خودداری از بی ادبی و رفتار نامناسب,سینما
212,Taboo,Cinema,Smoking inside the cinema hall,,General,,,,,,,,,,,,,,,,,,مصرف سیگار,سینما
213,Normal,Cinema,Using mobile phones,,General,,,,,,,,,,,,,,,,,,استفاده از تلفن همراه,سینما
214,Taboo,Cinema,Using mobile phones at inappropriate times,,General,,,,,,,,,,,,,,,,,,استفاده از تلفن همراه در زمان‌های نامناسب,سینما
215,Taboo,Cinema,Watching foreign films,,Specific,,,,,,,,,,,,,,,,,,تماشای فیلم‌های خارجی,سینما
216,Taboo,Cinema,Watching obscene films,,Specific,,,,,,,,,,,,,,,,,,تماشای فیلم‌های مبتذل,سینما
217,Taboo,Cinema,Watching pornographic films,,General,,,,,,,,,,,,,,,,,,تماشای فیلم‌های پورنوگرافی,سینما
218,Normal,City,Establishing modern art and cultural centers,,General,,,,,,,,,,,,,,,,,,دایر کردن مراکز فرهنگی هنری مدرن,شهر
219,Normal,City,Excessively using private vehicles and contributing to air pollution,,Specific,,,,,,,,,,,,,,,,,,استفاده بیش از حد از خودروهای شخصی و آلوده کردن هوا,شهر
220,Normal,City,Participating in public welfare activities,,General,,,,,,,,,,,,,,,,,,مشارکت در امور عام‌المنفعه,شهر
221,Expected,City,Treating religious minorities with tolerance,,General,,,,,,,,,,,,,,,,,,برخورد تساهل آمیز با اقلیت های مذهبی,شهر
222,Expected,City council,Engaging in consultation and exchange in decision-making,,General,,,,,,,,,,,,,,,,,,مشارکت در مشاوره و تبادل نظر در تصمیم گیری,شورای شهر
223,Taboo,Classroom,Doing personal tasks,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,انجام کارهای شخصی,کلاس درس
224,Normal,Classroom,Doing personal tasks,teacher,Specific,,,,,,,teacher,,,,,,,,معلم,,معلم,انجام کارهای شخصی,کلاس درس
225,Taboo,Classroom,Eating food,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,مصرف غذا,کلاس درس
226,Expected,Clinic,Following hygiene practices as a doctor,,General,,,,,,,,,,,,,,,,,,رعایت نکات بهداشتی به عنوان دکتر,درمانگاه
227,Taboo,Clinic,Invading others' privacy,,General,,,,,,,,,,,,,,,,,,تجاوز به حریم خصوصی دیگران,درمانگاه
228,Expected,Clinic,Planning family and using contraception,,General,,,,,,,,,,,,,,,,,,تنظیم خانواده و پیشگیری از بارداری ناخواسته,درمانگاه
229,Normal,Clinic,Receiving cash payments as a doctor,,Specific,,,,,,,,,,,,,,,,,,دریافت حق‌الزحمه به صورت نقدی به عنوان پزشک,درمانگاه
230,Expected,Clinic,Respecting medical staff,,General,,,,,,,,,,,,,,,,,,احترام به کادر درمانی,درمانگاه
231,Taboo,Clinic,Smoking,,General,,,,,,,,,,,,,,,,,,مصرف سیگار,درمانگاه
232,Taboo,Clothing company,Designing tight and revealing women's clothing,,Specific,,,,,,,,,,,,,,,,,,طراحی لباس های زنانه چسبان و کوتاه,شرکت پوشاک
233,Taboo,Clothing store,Wearing revealing and tight clothing,,Specific,,,,,,,,,,,,,,,,,,پوشیدن لباس های تنگ و نمایان کننده,فروشگاه
234,Normal,Coffeehouse,Gambling and betting games,male,Specific,,male,,,,,,,,مرد,,,,,,,مرد,انجام بازی های قمار و شرط بندی,قهوه خانه
235,Taboo,Coffeehouse,Gambling and betting games,female,Specific,,female,,,,,,,,زن,,,,,,,زن,انجام بازی های قمار و شرط بندی,قهوه خانه
236,Expected,Company,Avoiding unethical behavior in workplace,,General,,,,,,,,,,,,,,,,,,پرهیز از رفتارهای غیراخلاقی در محیط کار,شرکت
237,Expected,Condolence gathering,Wailing and mourning for the deceased,,General,,,,,,,,,,,,,,,,,,گریه و زاری کردن برای مردگان,مراسم ختم
238,Expected,Contingency event,Assisting/cooperating in aiding victims,,General,,,,,,,,,,,,,,,,,,مساعدت و همیاری در کمک رسانی به آسیب دیدگان,شرایط اضطراری
239,Normal,Court,Asserting individual and civil rights before authorities,,General,,,,,,,,,,,,,,,,,,ابراز حقوق فردی و شهروندی در برابر مقامات,دادگاه
240,Expected,Court,Displaying appropriate conduct toward law enforcers,,General,,,,,,,,,,,,,,,,,,ارائه رفتار شایسته در برابر ناظران قانون,دادگاه
241,Expected,Court,Dividing assets after divorce as a couple,,Specific,,,,,,,,,,,,,,,,,,جدایی اموال زن و شوهر پس از طلاق,دادگاه
242,Normal,Court,Ensuring minority rights before law,,General,,,,,,,,,,,,,,,,,,رعایت حقوق اقلیت ها و اقوام در برابر قانون,دادگاه
243,Expected,Court,Following norms when interacting with judges,,General,,,,,,,,,,,,,,,,,,پیروی از هنجارهای مرسوم در تعامل با قضات,دادگاه
244,Expected,Court,Maintaining silence in court,,General,,,,,,,,,,,,,,,,,,رعایت سکوت در دادگاه,دادگاه
245,Expected,Court,Observing Islamic decorum in dress,,Specific,,,,,,,,,,,,,,,,,,رعایت شئونات اسلامی در لباس پوشیدن,دادگاه
246,Expected,Court,Observing judicial decorum/respect for court,,General,,,,,,,,,,,,,,,,,,رعایت شئونات قضایی و احترام به دادگاه,دادگاه
247,Expected,Court,Observing law and regulations,,General,,,,,,,,,,,,,,,,,,رعایت قانون و مقررات,دادگاه
248,Expected,Court,Paying child support after divorce,male; father,Specific,,male,,,,father,,,,مرد,,,,پدر,,,مرد; پدر,پرداخت نفقه کودکان پس از طلاق,دادگاه
249,Normal,Court,Protesting against the judicial process in court,,General,,,,,,,,,,,,,,,,,,اعتراض به فرایند قضایی در دادگاه,دادگاه
250,Expected,Court,Providing complete account of personal history,,General,,,,,,,,,,,,,,,,,,ارائه توضیحات کامل در مورد گذشته,دادگاه
251,Expected,Court,Respecting the defendant's rights by the judge.,,General,,,,,,,,,,,,,,,,,,التزام به حقوق متهم,دادگاه
252,Expected,Court,Upholding equality and justice in society by the judge,,General,,,,,,,,,,,,,,,,,,رعایت اصول برابری و عدالت در جامعه,دادگاه
253,Expected,Court,Using respectful language by lawyers,,General,,,,,,,,,,,,,,,,,,استفاده از ادبیات و زبان محترمانه,دادگاه
254,Expected,Cultural centers,Teaching social skills to children,,General,,,,,,,,,,,,,,,,,,آموزش مهارت‌های اجتماعی به کودکان,مراکز فرهنگی
255,Taboo,Customs,Smuggling goods and currency,,Specific,,,,,,,,,,,,,,,,,,قاچاق کالا و ارز,گمرک
256,Expected,Desert,Avoiding pollution and preserving water and soil resources,,General,,,,,,,,,,,,,,,,,,استفاده بهینه از منابع طبیعی محدود,کویر
257,Expected,Desert,Avoiding water wastage,,General,,,,,,,,,,,,,,,,,,پرهیز از اسراف در مصرف آب,کویر
258,Normal,Desert,Camping and lighting fires,,General,,,,,,,,,,,,,,,,,,کمپینگ و آتش روشن کردن,کویر
259,Expected,Desert,Guiding tourists if needed,,General,,,,,,,,,,,,,,,,,,راهنمایی گردشگران در صورت نیاز,کویر
260,Normal,Desert,Lighting fires for barbecuing/cooking,,General,,,,,,,,,,,,,,,,,,برپایی آتش برای کباب‌پزی و آشپزی,کویر
261,Expected,Desert,Preserving environment and natural resources,,General,,,,,,,,,,,,,,,,,,حفظ محیط زیست و منابع طبیعی,کویر
262,Expected,Desert,Respecting local customs and traditions,,General,,,,,,,,,,,,,,,,,,احترام به آداب و رسوم محلی,کویر
263,Expected,Desert,Using air conditioning,,General,,,,,,,,,,,,,,,,,,استفاده از کولر گازی,کویر
264,Normal,Desert,Watching sunset and sunrise,,General,,,,,,,,,,,,,,,,,,تماشای غروب و طلوع آفتاب,کویر
265,Expected,Dinner party,Accepting offers after host's insistence,,Specific,,,,,,,,,,,,,,,,,,قبول تعارف پس از اصرار میزبان,ضیافت شام
266,Expected,Dinner party,Apologizing for unintentional delay,,General,,,,,,,,,,,,,,,,,,درخواست عذرخواهی به دلیل تاخیر غیرعمد,ضیافت شام
267,Normal,Dinner party,Cooking traditional dishes for dinner parties,,Specific,,,,,,,,,,,,,,,,,,پختن غذاهای سنتی برای ضیافت شام,ضیافت شام
268,Expected,Dinner party,Discouraging alcoholic beverages,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,تشویق نکردن مشروبات الکلی,ضیافت شام
269,Taboo,Dinner party,Discouraging alcoholic beverages,Not Muslim,Specific,,,Not Muslim,,,,,,,,نامسلمان,,,,,,نامسلمان,تشویق نکردن مشروبات الکلی,ضیافت شام
270,Expected,Dinner party,Entertaining guests,,General,,,,,,,,,,,,,,,,,,سرگرم کردن میهمانان,ضیافت شام
271,Expected,Dinner party,Following dining etiquette at gatherings,,Specific,,,,,,,,,,,,,,,,,,رعایت آداب غذا خوردن در میهمانی,ضیافت شام
